"","Domain","Phylum","Class","Order","Family","Genus","Species"
"OTU236","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","uncl_Lachnospiraceae","uncl_Lachnospiraceae"
"OTU336","Bacteria","Bacillota","uncl_Bacillota","uncl_Bacillota","uncl_Bacillota","uncl_Bacillota","uncl_Bacillota"
"OTU246","Bacteria","Bacillota","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Longibaculum","uncl_Longibaculum"
"OTU263","Bacteria","Bacillota","Clostridia","uncl_Clostridia","uncl_Clostridia","uncl_Clostridia","uncl_Clostridia"
"OTU1258","Bacteria","Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","uncl_Oscillospiraceae","uncl_Oscillospiraceae"
"OTU311","Bacteria","Bacillota","uncl_Bacillota","uncl_Bacillota","uncl_Bacillota","uncl_Bacillota","uncl_Bacillota"
"OTU304","Bacteria","Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","uncl_Oscillospiraceae","uncl_Oscillospiraceae"
"OTU1261","Bacteria","Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","Oscillibacter","uncl_Oscillibacter"
"OTU202","Bacteria","Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","uncl_Streptococcus"
"OTU4532","Bacteria","Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","uncl_Oscillospiraceae","uncl_Oscillospiraceae"
"OTU771","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","uncl_Lachnospiraceae","uncl_Lachnospiraceae"
"OTU4881","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","Sporofaciens","musculi"
"OTU243","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","uncl_Muribaculaceae","uncl_Muribaculaceae"
"OTU242","Bacteria","Bacillota","Clostridia","Eubacteriales","uncl_Eubacteriales","uncl_Eubacteriales","uncl_Eubacteriales"
"OTU448","Bacteria","Bacillota","Clostridia","Eubacteriales","Christensenellaceae","Guopingia","tenuis"
"OTU4898","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","uncl_Lachnospiraceae","uncl_Lachnospiraceae"
"OTU4941","Bacteria","Bacillota","Clostridia","Eubacteriales","uncl_Eubacteriales","uncl_Eubacteriales","uncl_Eubacteriales"
"OTU661","Bacteria","Bacillota","Clostridia","Eubacteriales","uncl_Eubacteriales","uncl_Eubacteriales","uncl_Eubacteriales"
"OTU189","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","uncl_Lachnospiraceae","uncl_Lachnospiraceae"
"OTU551","Bacteria","Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","uncl_Oscillospiraceae","uncl_Oscillospiraceae"
"OTU2932","Bacteria","Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","uncl_Oscillospiraceae","uncl_Oscillospiraceae"
"OTU292","Bacteria","Bacillota","Clostridia","Eubacteriales","Eubacteriales_incertae_sedis_XIII","uncl_Eubacteriales_incertae_sedis_XIII","uncl_Eubacteriales_incertae_sedis_XIII"
"OTU348","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","uncl_Lachnospiraceae","uncl_Lachnospiraceae"
"OTU64","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","uncl_Lachnospiraceae","uncl_Lachnospiraceae"
"OTU307","Bacteria","Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","uncl_Oscillospiraceae","uncl_Oscillospiraceae"
"OTU3951","Bacteria","Bacillota","uncl_Bacillota","uncl_Bacillota","uncl_Bacillota","uncl_Bacillota","uncl_Bacillota"
"OTU2915","Bacteria","Bacillota","Clostridia","uncl_Clostridia","uncl_Clostridia","uncl_Clostridia","uncl_Clostridia"
"OTU320","Bacteria","Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","uncl_Oscillospiraceae","uncl_Oscillospiraceae"
"OTU209","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","uncl_Lachnospiraceae","uncl_Lachnospiraceae"
"OTU393","Bacteria","Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","uncl_Oscillospiraceae","uncl_Oscillospiraceae"
"OTU2744","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","uncl_Lachnospiraceae","uncl_Lachnospiraceae"
"OTU1745","Bacteria","Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","uncl_Oscillospiraceae","uncl_Oscillospiraceae"
"OTU114","Bacteria","Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","uncl_Oscillospiraceae","uncl_Oscillospiraceae"
"OTU3583","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","uncl_Lachnospiraceae","uncl_Lachnospiraceae"
"OTU977","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","uncl_Lachnospiraceae","uncl_Lachnospiraceae"
"OTU289","Bacteria","Bacillota","uncl_Bacillota","uncl_Bacillota","uncl_Bacillota","uncl_Bacillota","uncl_Bacillota"
"OTU2385","Bacteria","Bacillota","Clostridia","Eubacteriales","uncl_Eubacteriales","uncl_Eubacteriales","uncl_Eubacteriales"
"OTU13","Bacteria","Bacillota","Clostridia","Eubacteriales","Clostridiaceae 1","uncl_Clostridiaceae 1","uncl_Clostridiaceae 1"
"OTU345","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","uncl_Lachnospiraceae","uncl_Lachnospiraceae"
"OTU616","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","uncl_Lachnospiraceae","uncl_Lachnospiraceae"
"OTU109","Bacteria","Bacillota","uncl_Bacillota","uncl_Bacillota","uncl_Bacillota","uncl_Bacillota","uncl_Bacillota"
"OTU469","Bacteria","Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","uncl_Oscillospiraceae","uncl_Oscillospiraceae"
"OTU299","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","uncl_Lachnospiraceae","uncl_Lachnospiraceae"
"OTU512","Bacteria","Bacillota","uncl_Bacillota","uncl_Bacillota","uncl_Bacillota","uncl_Bacillota","uncl_Bacillota"
"OTU564","Bacteria","Bacillota","uncl_Bacillota","uncl_Bacillota","uncl_Bacillota","uncl_Bacillota","uncl_Bacillota"
"OTU213","Bacteria","Bacillota","Clostridia","Eubacteriales","uncl_Eubacteriales","uncl_Eubacteriales","uncl_Eubacteriales"
"OTU3646","Bacteria","Actinomycetota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","animalis"
"OTU312","Bacteria","Actinomycetota","Coriobacteriia","Eggerthellales","Eggerthellaceae","uncl_Eggerthellaceae","uncl_Eggerthellaceae"
"OTU85","Bacteria","Bacillota","Bacilli","Caryophanales","Staphylococcaceae","Staphylococcus","uncl_Staphylococcus"
"OTU274","Bacteria","Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","uncl_Oscillospiraceae","uncl_Oscillospiraceae"
"OTU3280","Bacteria","Bacillota","uncl_Bacillota","uncl_Bacillota","uncl_Bacillota","uncl_Bacillota","uncl_Bacillota"
"OTU865","Bacteria","Bacillota","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","uncl_Erysipelotrichaceae","uncl_Erysipelotrichaceae"
"OTU2353","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","uncl_Lachnospiraceae","uncl_Lachnospiraceae"
"OTU4557","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","acidifaciens"
"OTU920","Bacteria","Bacillota","uncl_Bacillota","uncl_Bacillota","uncl_Bacillota","uncl_Bacillota","uncl_Bacillota"
"OTU2992","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","uncl_Lachnospiraceae","uncl_Lachnospiraceae"
"OTU3376","Bacteria","Bacillota","uncl_Bacillota","uncl_Bacillota","uncl_Bacillota","uncl_Bacillota","uncl_Bacillota"
"OTU556","Bacteria","Bacillota","Clostridia","Eubacteriales","uncl_Eubacteriales","uncl_Eubacteriales","uncl_Eubacteriales"
"OTU3347","Bacteria","Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","uncl_Oscillospiraceae","uncl_Oscillospiraceae"
"OTU473","Bacteria","Bacillota","Clostridia","Eubacteriales","uncl_Eubacteriales","uncl_Eubacteriales","uncl_Eubacteriales"
"OTU383","Bacteria","Bacillota","uncl_Bacillota","uncl_Bacillota","uncl_Bacillota","uncl_Bacillota","uncl_Bacillota"
"OTU131","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","uncl_Lachnospiraceae","uncl_Lachnospiraceae"
"OTU50","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","uncl_Lachnospiraceae","uncl_Lachnospiraceae"
"OTU3059","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Limosilactobacillus","uncl_Limosilactobacillus"
"OTU365","Bacteria","Bacillota","uncl_Bacillota","uncl_Bacillota","uncl_Bacillota","uncl_Bacillota","uncl_Bacillota"
"OTU3338","Bacteria","Bacillota","Clostridia","Eubacteriales","uncl_Eubacteriales","uncl_Eubacteriales","uncl_Eubacteriales"
"OTU355","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","uncl_Lachnospiraceae","uncl_Lachnospiraceae"
"OTU459","Bacteria","Actinomycetota","Coriobacteriia","Eggerthellales","Eggerthellaceae","uncl_Eggerthellaceae","uncl_Eggerthellaceae"
"OTU1632","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","uncl_Lachnospiraceae","uncl_Lachnospiraceae"
"OTU463","Bacteria","Bacillota","Clostridia","uncl_Clostridia","uncl_Clostridia","uncl_Clostridia","uncl_Clostridia"
"OTU248","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","uncl_Lachnospiraceae","uncl_Lachnospiraceae"
"OTU1727","Bacteria","Bacillota","uncl_Bacillota","uncl_Bacillota","uncl_Bacillota","uncl_Bacillota","uncl_Bacillota"
"OTU411","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","uncl_Lachnospiraceae","uncl_Lachnospiraceae"
"OTU193","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","uncl_Lachnospiraceae","uncl_Lachnospiraceae"
"OTU4956","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","uncl_Lachnospiraceae","uncl_Lachnospiraceae"
"OTU4479","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","uncl_Lachnospiraceae","uncl_Lachnospiraceae"
"OTU2488","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","uncl_Lachnospiraceae","uncl_Lachnospiraceae"
"OTU627","Bacteria","Bacillota","uncl_Bacillota","uncl_Bacillota","uncl_Bacillota","uncl_Bacillota","uncl_Bacillota"
"OTU132","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","uncl_Lachnospiraceae","uncl_Lachnospiraceae"
"OTU588","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","uncl_Lachnospiraceae","uncl_Lachnospiraceae"
"OTU619","Bacteria","Bacillota","Clostridia","uncl_Clostridia","uncl_Clostridia","uncl_Clostridia","uncl_Clostridia"
"OTU75","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","uncl_Lachnospiraceae","uncl_Lachnospiraceae"
"OTU569","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","uncl_Pseudomonas"
"OTU693","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","uncl_Lachnospiraceae","uncl_Lachnospiraceae"
"OTU63","Bacteria","Bacteroidota","uncl_Bacteroidota","uncl_Bacteroidota","uncl_Bacteroidota","uncl_Bacteroidota","uncl_Bacteroidota"
"OTU212","Bacteria","Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","uncl_Oscillospiraceae","uncl_Oscillospiraceae"
"OTU3375","Bacteria","Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","uncl_Oscillospiraceae","uncl_Oscillospiraceae"
"OTU373","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","uncl_Lachnospiraceae","uncl_Lachnospiraceae"
"OTU49","Bacteria","Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","uncl_Oscillospiraceae","uncl_Oscillospiraceae"
"OTU420","Bacteria","Actinomycetota","Coriobacteriia","Eggerthellales","Eggerthellaceae","uncl_Eggerthellaceae","uncl_Eggerthellaceae"
"OTU4823","Bacteria","Bacillota","Clostridia","Eubacteriales","uncl_Eubacteriales","uncl_Eubacteriales","uncl_Eubacteriales"
"OTU471","Bacteria","Actinomycetota","Coriobacteriia","Eggerthellales","Eggerthellaceae","uncl_Eggerthellaceae","uncl_Eggerthellaceae"
"OTU107","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","Anaerotignum","uncl_Anaerotignum"
"OTU737","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","uncl_Lachnospiraceae","uncl_Lachnospiraceae"
"OTU37","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","uncl_Lachnospiraceae","uncl_Lachnospiraceae"
"OTU3537","Bacteria","Actinomycetota","Coriobacteriia","Eggerthellales","Eggerthellaceae","Adlercreutzia","uncl_Adlercreutzia"
"OTU318","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","uncl_Lachnospiraceae","uncl_Lachnospiraceae"
"OTU51","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","uncl_Lachnospiraceae","uncl_Lachnospiraceae"
"OTU122","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","uncl_Lachnospiraceae","uncl_Lachnospiraceae"
"OTU2481","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","uncl_Alistipes"
"OTU2995","Bacteria","Bacillota","Clostridia","Eubacteriales","uncl_Eubacteriales","uncl_Eubacteriales","uncl_Eubacteriales"
"OTU374","Bacteria","Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","Fumia","xinanensis"
"OTU71","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","uncl_Lachnospiraceae","uncl_Lachnospiraceae"
"OTU708","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","uncl_Lachnospiraceae","uncl_Lachnospiraceae"
"OTU285","Bacteria","Bacillota","Clostridia","Eubacteriales","uncl_Eubacteriales","uncl_Eubacteriales","uncl_Eubacteriales"
"OTU1548","Bacteria","Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","uncl_Oscillospiraceae","uncl_Oscillospiraceae"
"OTU4206","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","uncl_Lachnospiraceae","uncl_Lachnospiraceae"
"OTU470","Bacteria","Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","uncl_Oscillospiraceae","uncl_Oscillospiraceae"
"OTU19","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","uncl_Lachnospiraceae","uncl_Lachnospiraceae"
"OTU775","Bacteria","Bacillota","uncl_Bacillota","uncl_Bacillota","uncl_Bacillota","uncl_Bacillota","uncl_Bacillota"
"OTU4299","Bacteria","Actinomycetota","Coriobacteriia","Eggerthellales","Eggerthellaceae","Adlercreutzia","uncl_Adlercreutzia"
"OTU532","Bacteria","Bacillota","Clostridia","Eubacteriales","uncl_Eubacteriales","uncl_Eubacteriales","uncl_Eubacteriales"
"OTU430","Bacteria","Bacillota","uncl_Bacillota","uncl_Bacillota","uncl_Bacillota","uncl_Bacillota","uncl_Bacillota"
"OTU164","Bacteria","Bacillota","Clostridia","Eubacteriales","uncl_Eubacteriales","uncl_Eubacteriales","uncl_Eubacteriales"
"OTU3151","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","uncl_Lachnospiraceae","uncl_Lachnospiraceae"
"OTU4172","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","uncl_Lachnospiraceae","uncl_Lachnospiraceae"
"OTU4579","Bacteria","Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","uncl_Oscillospiraceae","uncl_Oscillospiraceae"
"OTU1420","Bacteria","Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","uncl_Oscillospiraceae","uncl_Oscillospiraceae"
"OTU186","Bacteria","Bacillota","Clostridia","uncl_Clostridia","uncl_Clostridia","uncl_Clostridia","uncl_Clostridia"
"OTU1364","Bacteria","Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","uncl_Oscillospiraceae","uncl_Oscillospiraceae"
"OTU1359","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","uncl_Lachnospiraceae","uncl_Lachnospiraceae"
"OTU4290","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","uncl_Muribaculaceae","uncl_Muribaculaceae"
"OTU3862","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","uncl_Bacteroidales","uncl_Bacteroidales","uncl_Bacteroidales"
"OTU385","Bacteria","Bacillota","Clostridia","uncl_Clostridia","uncl_Clostridia","uncl_Clostridia","uncl_Clostridia"
"OTU326","Bacteria","Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","uncl_Oscillospiraceae","uncl_Oscillospiraceae"
"OTU2934","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","uncl_Lachnospiraceae","uncl_Lachnospiraceae"
"OTU917","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","uncl_Lachnospiraceae","uncl_Lachnospiraceae"
"OTU696","Bacteria","Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","uncl_Oscillospiraceae","uncl_Oscillospiraceae"
"OTU427","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","uncl_Lachnospiraceae","uncl_Lachnospiraceae"
"OTU140","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","inops"
"OTU3210","Bacteria","Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","uncl_Oscillospiraceae","uncl_Oscillospiraceae"
"OTU2311","Bacteria","Bacillota","uncl_Bacillota","uncl_Bacillota","uncl_Bacillota","uncl_Bacillota","uncl_Bacillota"
"OTU438","Bacteria","Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","uncl_Oscillospiraceae","uncl_Oscillospiraceae"
"OTU3335","Bacteria","Bacillota","uncl_Bacillota","uncl_Bacillota","uncl_Bacillota","uncl_Bacillota","uncl_Bacillota"
"OTU303","Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Comamonadaceae","Delftia","uncl_Delftia"
"OTU137","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","uncl_Lachnospiraceae","uncl_Lachnospiraceae"
"OTU2050","Bacteria","Bacillota","uncl_Bacillota","uncl_Bacillota","uncl_Bacillota","uncl_Bacillota","uncl_Bacillota"
"OTU4907","Bacteria","Bacillota","uncl_Bacillota","uncl_Bacillota","uncl_Bacillota","uncl_Bacillota","uncl_Bacillota"
"OTU3039","Bacteria","Actinomycetota","Coriobacteriia","Eggerthellales","Eggerthellaceae","Adlercreutzia","uncl_Adlercreutzia"
"OTU515","Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Ralstonia","pickettii"
"OTU2102","Bacteria","Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","uncl_Oscillospiraceae","uncl_Oscillospiraceae"
"OTU894","Bacteria","Cyanobacteriota","Cyanophyceae","Nostocales","uncl_Nostocales","uncl_Nostocales","uncl_Nostocales"
"OTU5009","Bacteria","Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","uncl_Enterococcus"
"OTU3014","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","Laedolimicola","uncl_Laedolimicola"
